Week_Commencing,Min_High_wind_gust_mph,Ave_High_wind_gust_mph,Max_High_wind_gust_mph,Sum_High_wind_gust_mph,Min_Min_temp_C,Ave_Min_temp_C,Max_Min_temp_C,Sum_Min_temp_C,Min_Max_temp_C,Ave_Max_temp_C,Max_Max_temp_C,Sum_Max_temp_C,Min_Max_rainfall_rate_mm_hr,Ave_Max_rainfall_rate_mm_hr,Max_Max_rainfall_rate_mm_hr,Sum_Max_rainfall_rate_mm_hr,Min_Total_rainfall_mm,Ave_Total_rainfall_mm,Max_Total_rainfall_mm,Sum_Total_rainfall_mm,Min_Avg_temp_C,Ave_Avg_temp_C,Max_Avg_temp_C,Sum_Avg_temp_C,Min_High_avg_wind_speed_mph,Ave_High_avg_wind_speed_mph,Max_High_avg_wind_speed_mph,Sum_High_avg_wind_speed_mph,Min_Total_sunshine_hrs,Ave_Total_sunshine_hrs,Max_Total_sunshine_hrs,Sum_Total_sunshine_hrs,Fencing_Sales
01/01/2018,27.10,38.33,49.00,268.30,-1.00,2.10,5.20,14.70,4.40,7.96,11.30,55.70,0.00,3.60,8.40,25.20,0.00,1.89,6.40,13.20,1.40,4.66,7.40,32.60,16.70,21.10,25.00,147.70,0.00,1.74,7.80,12.20,4457.67
08/01/2018,11.40,18.10,33.80,126.70,0.80,2.73,4.80,19.10,3.20,6.64,8.90,46.50,0.00,1.89,6.00,13.20,0.00,1.11,4.40,7.80,2.30,4.51,5.60,31.60,7.00,10.77,19.70,75.40,0.00,0.07,0.50,0.50,7254.43
15/01/2018,9.60,30.00,62.00,210.00,-0.80,0.96,3.00,6.70,2.70,7.47,10.80,52.30,0.00,3.77,12.00,26.40,0.00,2.83,9.80,19.80,1.00,3.73,6.20,26.10,5.50,16.66,34.50,116.60,0.00,3.67,7.30,25.70,11405.81
22/01/2018,23.90,31.10,42.30,217.70,0.00,4.90,9.00,34.30,6.50,11.10,14.10,77.70,0.00,4.80,25.20,33.60,0.00,1.37,6.50,9.60,4.00,7.60,11.00,53.20,12.40,19.81,29.70,138.70,0.00,2.09,6.20,14.60,9439.66
29/01/2018,19.00,28.96,34.00,202.70,-1.00,0.96,2.70,6.70,3.40,6.81,11.30,47.70,0.00,1.89,6.00,13.20,0.00,1.01,3.10,7.10,2.00,3.79,6.00,26.50,11.50,17.84,20.60,124.90,0.00,2.54,5.00,17.80,16618.45
05/02/2018,15.00,29.14,45.60,204.00,-2.70,-0.53,2.00,-3.70,2.70,5.41,9.50,37.90,0.00,1.37,3.60,9.60,0.00,0.90,4.30,6.30,0.40,2.39,5.90,16.70,9.40,16.71,26.90,117.00,0.00,3.17,7.00,22.20,12222.69
12/02/2018,13.00,24.97,33.80,174.80,-2.80,0.49,2.80,3.40,5.30,7.84,9.30,54.90,0.00,1.20,3.60,8.40,0.00,0.93,2.60,6.50,1.60,4.13,6.50,28.90,8.90,15.11,21.10,105.80,0.00,3.21,8.50,22.50,9608.98
19/02/2018,14.80,24.07,37.40,168.50,-2.90,-0.47,5.80,-3.30,5.10,7.13,10.30,49.90,0.00,1.03,3.60,7.20,0.00,0.19,0.80,1.30,0.10,2.90,8.60,20.30,9.10,15.34,22.90,107.40,0.00,3.67,10.30,25.70,12226.61
26/02/2018,16.10,27.99,40.90,195.90,-7.20,-3.13,2.20,-21.90,-1.80,1.59,7.60,11.10,0.00,2.06,10.80,14.40,0.00,1.80,6.50,12.60,-4.90,-1.14,4.80,-8.00,9.90,18.96,26.70,132.70,0.00,1.43,6.00,10.00,5237.16
05/03/2018,15.90,21.66,31.80,151.60,0.20,2.94,6.80,20.60,8.90,10.51,13.40,73.60,0.00,3.60,6.00,25.20,0.00,3.50,11.00,24.50,4.20,6.49,8.80,45.40,7.80,12.91,18.40,90.40,0.00,1.73,3.80,12.10,11638.42
12/03/2018,18.60,29.11,41.20,203.80,-2.90,1.89,6.60,13.20,0.70,8.61,13.70,60.30,0.00,2.06,8.40,14.40,0.00,1.66,6.60,11.60,-1.20,4.76,8.60,33.30,10.90,17.77,23.70,124.40,0.00,1.27,5.00,8.90,12515.64
19/03/2018,10.30,23.53,39.40,164.70,-0.80,2.76,5.60,19.30,3.80,9.06,12.40,63.40,0.00,0.69,1.20,4.80,0.00,0.36,1.30,2.50,2.10,5.64,7.50,39.50,6.00,14.06,22.20,98.40,0.00,3.77,8.60,26.40,15444.24
26/03/2018,18.60,23.61,28.60,165.30,0.20,2.50,4.30,17.50,7.20,9.49,13.30,66.40,4.80,8.23,19.20,57.60,2.30,7.37,17.00,51.60,3.80,5.34,7.80,37.40,10.70,14.36,18.70,100.50,0.00,1.60,5.80,11.20,12660.08
02/04/2018,12.10,23.13,30.90,161.90,2.10,5.27,7.60,36.90,10.00,12.64,16.60,88.50,0.00,1.03,2.40,7.20,0.00,0.83,3.50,5.80,6.50,8.83,11.00,61.80,6.10,13.59,19.20,95.10,0.00,1.91,11.90,13.40,12498.59
09/04/2018,11.00,16.69,21.70,116.80,5.30,6.19,7.40,43.30,6.70,11.11,18.20,77.80,0.00,1.20,7.20,8.40,0.00,1.00,3.40,7.00,5.90,8.49,11.60,59.40,3.00,6.69,11.80,46.80,0.00,0.73,4.00,5.10,18145.28
16/04/2018,9.60,23.20,36.70,162.40,7.40,10.46,13.30,73.20,14.20,20.54,26.50,143.80,0.00,1.20,8.40,8.40,0.00,0.43,3.00,3.00,11.30,15.10,18.90,105.70,5.00,13.29,24.60,93.00,0.50,9.07,14.70,63.50,20261.30
23/04/2018,20.40,26.80,36.70,187.60,3.90,5.86,10.00,41.00,7.20,11.33,14.60,79.30,0.00,5.49,25.20,38.40,0.00,4.19,14.60,29.30,5.80,8.33,11.70,58.30,10.40,13.89,21.00,97.20,0.00,2.29,8.00,16.00,18949.89
30/04/2018,7.80,19.96,35.30,139.70,1.60,6.89,10.30,48.20,10.40,16.84,24.20,117.90,0.00,2.06,9.60,14.40,0.00,0.77,4.80,5.40,6.20,11.91,18.10,83.40,2.70,9.87,24.40,69.10,0.50,6.90,15.60,48.30,23043.37
07/05/2018,9.60,18.01,24.60,126.10,5.30,7.84,12.40,54.90,14.90,18.96,26.90,132.70,0.00,2.57,10.80,18.00,0.00,1.50,7.90,10.50,10.70,13.41,19.80,93.90,1.20,8.03,13.10,56.20,1.10,7.66,15.20,53.60,20495.33
14/05/2018,7.20,16.44,26.20,115.10,2.80,6.87,11.20,48.10,13.70,18.89,22.50,132.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.10,12.91,15.80,90.40,1.80,8.11,16.40,56.80,0.00,11.74,15.80,82.20,18221.14
21/05/2018,15.20,20.66,24.40,144.60,8.70,10.41,11.90,72.90,15.70,20.89,25.70,146.20,0.00,4.80,16.80,33.60,0.00,3.93,16.10,27.50,11.70,14.87,18.90,104.10,8.60,10.80,13.70,75.60,0.00,6.53,15.30,45.70,22526.04
28/05/2018,6.50,14.27,24.60,99.90,12.00,13.53,15.20,94.70,17.30,21.94,25.40,153.60,0.00,3.77,26.40,26.40,0.00,0.93,6.50,6.50,14.40,16.97,18.90,118.80,1.20,5.76,13.50,40.30,0.00,3.59,8.30,25.10,17115.56
04/06/2018,9.80,13.34,17.70,93.40,7.90,9.87,12.10,69.10,15.80,18.93,21.80,132.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,13.89,15.30,97.20,2.70,5.20,8.30,36.40,0.00,3.76,12.10,26.30,20611.47
11/06/2018,14.50,20.66,30.20,144.60,8.70,11.26,13.50,78.80,17.40,20.16,25.10,141.10,0.00,0.17,1.20,1.20,0.00,0.03,0.20,0.20,13.40,15.47,18.00,108.30,3.80,8.11,14.10,56.80,0.00,4.39,13.20,30.70,21485.93
18/06/2018,8.70,19.76,27.10,138.30,7.60,10.83,15.50,75.80,18.10,21.96,24.80,153.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,16.34,18.70,114.40,2.70,9.06,15.90,63.40,3.00,9.01,17.30,63.10,22766.88
25/06/2018,13.60,17.10,22.80,119.70,10.60,11.76,13.50,82.30,25.10,26.91,29.10,188.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.20,18.81,21.20,131.70,5.20,7.49,11.30,52.40,12.80,14.51,17.50,101.60,23099.67
02/07/2018,15.20,19.21,28.60,134.50,10.40,14.01,15.70,98.10,23.60,26.80,28.20,187.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.10,20.37,21.80,142.60,6.10,8.56,12.50,59.90,10.10,14.47,17.70,101.30,11173.92
09/07/2018,5.10,14.06,20.60,98.40,11.30,12.97,14.60,90.80,22.50,24.66,26.90,172.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.10,18.14,21.10,127.00,0.10,4.49,11.40,31.40,0.00,8.60,16.30,60.20,15853.90
16/07/2018,7.20,13.23,18.80,92.60,12.30,14.20,16.70,99.40,23.00,25.57,27.40,179.00,0.00,0.17,1.20,1.20,0.00,0.09,0.60,0.60,18.00,19.66,21.30,137.60,0.30,4.74,8.30,33.20,1.30,3.99,8.20,27.90,16570.44
23/07/2018,12.30,23.76,39.80,166.30,13.00,15.29,18.30,107.00,20.20,27.20,32.90,190.40,0.00,3.60,20.40,25.20,0.00,0.66,3.70,4.60,15.40,20.86,25.40,146.00,4.00,9.66,16.20,67.60,0.00,6.44,13.00,45.10,16537.85
30/07/2018,13.20,16.93,22.80,118.50,11.80,14.17,16.10,99.20,22.30,25.96,28.70,181.70,0.00,3.09,21.60,21.60,0.00,1.47,10.30,10.30,17.80,20.01,22.40,140.10,2.50,5.56,8.80,38.90,0.30,8.57,11.00,60.00,14469.09
06/08/2018,12.30,19.11,25.90,133.80,8.10,12.66,15.40,88.60,15.60,21.83,29.10,152.80,0.00,13.00,67.20,91.00,0.00,3.57,16.90,25.00,11.70,16.99,22.20,118.90,2.80,5.49,7.10,38.40,0.00,6.37,15.00,44.60,16866.39
13/08/2018,17.90,20.93,27.10,146.50,10.70,14.14,16.40,99.00,20.50,22.43,23.90,157.00,0.00,0.51,1.20,3.60,0.00,1.33,7.60,9.30,15.00,17.79,19.50,124.50,6.40,9.04,18.10,63.30,0.80,3.31,6.00,23.20,9290.51
20/08/2018,11.00,20.63,28.00,144.40,6.50,11.33,15.80,79.30,17.10,20.46,24.20,143.20,0.00,2.23,4.80,15.60,0.00,1.49,5.40,10.40,11.10,15.49,19.20,108.40,3.10,9.49,14.20,66.40,0.00,3.37,6.40,23.60,17886.54
27/08/2018,8.30,14.37,23.30,100.60,8.20,10.77,13.00,75.40,17.90,20.60,24.40,144.20,0.00,0.69,4.80,4.80,0.00,0.16,1.10,1.10,13.50,15.50,17.90,108.50,1.80,5.93,13.40,41.50,0.00,6.51,11.50,45.60,12945.88
03/09/2018,15.00,19.63,25.30,137.40,6.00,10.13,13.00,70.90,16.70,19.30,23.50,135.10,0.00,0.51,3.60,3.60,0.00,0.27,1.90,1.90,11.50,14.23,16.60,99.60,6.10,8.50,10.60,59.50,0.00,2.89,6.40,20.20,10706.79
10/09/2018,8.70,19.30,25.10,135.10,5.70,11.19,15.30,78.30,16.00,19.26,21.80,134.80,0.00,0.51,2.40,3.60,0.00,0.41,2.80,2.90,11.30,14.91,18.40,104.40,2.20,7.01,9.40,49.10,0.00,2.59,7.90,18.10,12438.24
17/09/2018,14.10,31.77,38.30,222.40,4.00,10.07,15.40,70.50,12.40,18.47,24.20,129.30,0.00,1.20,3.60,8.40,0.00,2.61,10.00,18.30,8.50,13.80,18.80,96.60,8.10,15.54,19.60,108.80,0.00,2.84,7.20,19.90,12186.43
24/09/2018,0.00,14.89,23.70,104.20,2.70,6.29,12.00,44.00,13.70,17.39,22.80,121.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.90,11.53,16.30,80.70,0.00,6.17,14.70,43.20,1.50,9.31,12.40,65.20,16165.02
01/10/2018,9.40,20.50,30.40,143.50,3.20,8.16,11.50,57.10,8.60,15.74,19.80,110.20,0.00,2.91,16.80,20.40,0.00,1.81,8.30,12.70,6.40,11.66,14.40,81.60,1.20,9.29,17.10,65.00,0.00,3.29,7.20,23.00,14179.08
08/10/2018,19.20,28.59,45.00,200.10,8.10,11.01,14.70,77.10,13.50,19.63,23.80,137.40,0.00,1.83,6.80,12.80,0.00,2.57,11.20,18.00,9.30,14.90,18.10,104.30,5.20,13.79,23.60,96.50,0.00,3.64,11.10,25.50,15020.80
15/10/2018,0.20,12.20,23.90,85.40,1.90,7.01,10.90,49.10,12.80,15.21,17.80,106.50,0.00,1.20,2.40,8.40,0.00,0.33,1.60,2.30,7.60,10.76,12.80,75.30,0.00,4.53,11.90,31.70,0.00,3.00,8.10,21.00,8525.75
22/10/2018,18.80,26.43,31.80,185.00,0.30,4.90,10.00,34.30,5.60,11.04,14.50,77.30,0.00,0.86,3.60,6.00,0.00,0.46,2.90,3.20,4.00,7.73,12.30,54.10,9.80,13.84,18.40,96.90,1.90,5.79,9.30,40.50,11872.42
29/10/2018,12.00,20.11,29.50,140.80,-0.40,3.61,8.30,25.30,7.90,10.63,13.10,74.40,0.00,0.69,1.20,4.80,0.00,0.16,0.70,1.10,3.70,6.74,10.00,47.20,2.00,9.97,13.60,69.80,0.00,1.79,6.60,12.50,6992.98
05/11/2018,9.60,26.96,36.20,188.70,4.50,7.24,10.40,50.70,12.10,13.57,15.40,95.00,0.00,5.14,12.00,36.00,0.00,2.33,5.40,16.30,8.80,9.93,12.60,69.50,1.70,14.50,20.60,101.50,0.00,1.63,4.60,11.40,8197.61
12/11/2018,16.10,21.19,26.80,148.30,3.80,7.01,10.50,49.10,10.30,12.51,14.30,87.60,0.00,0.34,1.20,2.40,0.00,0.09,0.40,0.60,6.30,9.27,11.90,64.90,7.30,11.99,17.10,83.90,0.00,2.97,6.30,20.80,11394.53
19/11/2018,7.40,17.74,26.00,124.20,-1.30,2.24,3.90,15.70,5.00,7.27,8.80,50.90,0.00,1.71,6.00,12.00,0.00,0.64,1.80,4.50,1.90,4.60,6.40,32.20,2.10,8.71,14.30,61.00,0.00,0.86,2.80,6.00,8234.79
26/11/2018,15.40,28.47,51.00,199.30,0.80,6.27,10.70,43.90,7.80,12.00,13.70,84.00,0.00,1.91,3.60,13.40,0.00,1.83,5.30,12.80,4.00,8.90,12.20,62.30,7.10,14.43,21.00,101.00,0.00,1.39,7.10,9.70,7288.77
03/12/2018,17.00,29.26,47.40,204.80,1.60,5.51,10.50,38.60,7.00,11.03,13.00,77.20,1.20,3.09,6.00,21.60,0.10,1.86,4.30,13.00,4.60,8.07,12.10,56.50,5.90,14.20,18.60,99.40,0.00,1.89,3.60,13.20,7642.13
10/12/2018,8.50,19.73,31.30,138.10,-0.20,1.00,3.20,7.00,4.10,6.71,8.40,47.00,0.00,2.74,13.20,19.20,0.00,1.77,6.20,12.40,1.50,3.56,5.80,24.90,0.50,8.60,18.70,60.20,0.00,2.47,6.80,17.30,9052.30
17/12/2018,14.50,25.17,36.90,176.20,2.20,4.63,6.70,32.40,8.50,10.09,11.40,70.60,0.00,8.04,34.70,56.30,0.00,4.67,10.60,32.70,5.30,7.19,8.60,50.30,5.40,13.13,24.50,91.90,0.00,2.46,5.60,17.20,7902.69
24/12/2018,2.50,11.99,23.70,83.90,-1.70,4.71,8.10,33.00,7.80,9.54,12.50,66.80,0.00,0.17,1.20,1.20,0.00,0.04,0.30,0.30,2.90,7.34,9.40,51.40,0.10,4.27,10.30,29.90,0.00,1.24,6.40,8.70,891.43
31/12/2018,4.70,13.93,18.60,97.50,-3.30,2.11,7.20,14.80,3.70,6.79,10.30,47.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,4.76,8.40,33.30,0.40,7.80,11.50,54.60,0.00,0.39,1.50,2.70,491.89
07/01/2019,16.80,27.33,48.10,191.30,-0.10,3.54,7.60,24.80,5.00,8.89,11.70,62.20,0.00,0.34,1.20,2.40,0.00,0.16,0.90,1.10,1.80,6.27,9.10,43.90,7.50,15.17,27.80,106.20,0.00,1.61,7.20,11.30,7281.81
14/01/2019,4.30,20.36,28.40,142.50,-1.90,0.56,6.60,3.90,3.70,6.69,10.30,46.80,0.00,2.06,8.40,14.40,0.00,0.33,1.80,2.30,0.60,3.69,8.10,25.80,0.30,11.06,17.80,77.40,0.00,2.33,7.70,16.30,7273.77
21/01/2019,9.80,23.89,46.50,167.20,-1.90,1.03,6.80,7.20,2.70,6.83,11.30,47.80,0.00,1.37,3.60,9.60,0.00,1.14,2.70,8.00,0.00,3.87,8.60,27.10,4.40,13.86,26.90,97.00,0.00,2.41,7.50,16.90,6863.03
28/01/2019,11.40,21.00,28.00,147.00,-5.30,-2.49,-0.40,-17.40,1.90,4.04,6.50,28.30,0.00,1.71,3.60,12.00,0.00,1.34,3.40,9.40,-0.80,1.11,4.30,7.80,4.00,11.99,17.40,83.90,0.00,4.46,7.80,31.20,9246.45
04/02/2019,20.80,35.19,43.40,246.30,-0.80,2.94,4.90,20.60,6.80,9.57,11.30,67.00,0.00,3.43,7.20,24.00,0.00,2.23,6.60,15.60,3.70,6.17,7.60,43.20,14.00,18.03,24.10,126.20,0.00,1.56,2.50,10.90,5723.60
11/02/2019,10.50,18.53,23.50,129.70,0.00,2.83,6.00,19.80,8.20,11.71,13.90,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.10,7.36,9.80,51.50,3.70,10.14,13.80,71.00,0.00,5.11,9.10,35.80,10389.31
18/02/2019,5.80,16.71,24.80,117.00,-2.00,3.14,7.70,22.00,10.70,14.00,16.80,98.00,0.00,3.60,22.80,25.20,0.00,0.31,2.00,2.20,6.10,8.40,9.50,58.80,1.00,8.84,14.10,61.90,0.10,4.74,9.80,33.20,9886.85
25/02/2019,0.00,17.13,41.40,119.90,0.00,4.19,7.10,29.30,9.80,14.37,19.40,100.60,0.00,1.89,4.80,13.20,0.00,0.71,2.80,5.00,7.90,8.99,10.10,62.90,0.00,10.10,25.90,70.70,0.00,4.79,10.30,33.50,9163.75
04/03/2019,26.60,34.20,42.50,239.40,1.70,3.24,5.60,22.70,8.80,10.41,13.10,72.90,0.00,3.60,10.80,25.20,0.00,2.36,8.00,16.50,4.00,6.71,8.70,47.00,10.70,18.23,26.10,127.60,0.20,3.63,5.90,25.40,13057.53
11/03/2019,37.60,42.56,46.80,297.90,2.10,4.67,7.40,32.70,8.80,11.14,14.00,78.00,0.00,4.29,9.60,30.00,0.00,1.99,4.50,13.90,5.20,7.80,10.60,54.60,18.40,23.47,26.70,164.30,0.00,3.63,7.90,25.40,11580.57
18/03/2019,12.10,17.24,27.30,120.70,3.60,5.90,8.70,41.30,9.80,12.34,14.00,86.40,0.00,0.69,4.80,4.80,0.00,0.07,0.50,0.50,7.50,8.87,10.40,62.10,3.90,8.40,15.50,58.80,0.10,3.37,11.70,23.60,18740.42
25/03/2019,10.50,18.94,26.20,132.60,0.90,3.16,6.20,22.10,11.50,13.41,15.90,93.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.10,8.19,10.00,57.30,2.20,10.41,18.10,72.90,3.20,8.60,12.50,60.20,19917.99
01/04/2019,11.00,20.04,38.70,140.30,-0.50,3.29,6.70,23.00,8.10,11.39,14.70,79.70,0.00,1.89,4.80,13.20,0.00,0.97,3.90,6.80,3.20,6.47,8.70,45.30,4.00,11.03,21.30,77.20,0.00,2.74,12.70,19.20,17784.41
08/04/2019,15.00,19.61,24.60,137.30,-0.90,1.43,6.70,10.00,9.80,11.77,17.00,82.40,0.00,3.26,22.80,22.80,0.00,0.40,2.80,2.80,4.10,5.99,10.10,41.90,6.90,10.51,14.00,73.60,0.10,4.91,10.40,34.40,23101.73
15/04/2019,9.00,14.99,23.00,104.90,4.80,6.23,7.10,43.60,14.30,20.10,23.70,140.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,12.70,15.40,88.90,0.50,5.31,9.40,37.20,0.00,6.34,14.80,44.40,18769.67
22/04/2019,15.00,27.03,42.70,189.20,4.30,6.50,10.00,45.50,12.20,16.99,24.10,118.90,0.00,4.29,15.60,30.00,0.00,0.87,2.80,6.10,8.00,10.99,16.10,76.90,7.40,13.57,19.70,95.00,0.00,2.73,11.20,19.10,17047.08
29/04/2019,0.20,19.49,36.90,136.40,1.60,4.49,7.60,31.40,10.50,14.31,18.30,100.20,0.00,3.77,12.00,26.40,0.00,0.57,1.70,4.00,5.90,8.84,11.90,61.90,0.00,10.21,23.40,71.50,0.30,2.76,9.60,19.30,18664.91
06/05/2019,8.90,17.89,26.80,125.20,2.80,5.74,7.40,40.20,9.90,13.64,17.80,95.50,0.00,4.80,13.20,33.60,0.00,3.69,9.40,25.80,7.70,9.24,11.10,64.70,1.30,7.57,11.20,53.00,0.00,3.50,13.30,24.50,14723.36
13/05/2019,10.30,15.07,23.50,105.50,4.90,6.39,9.10,44.70,15.30,17.87,19.70,125.10,0.00,0.86,2.40,6.00,0.00,0.23,1.20,1.60,11.30,12.13,13.10,84.90,1.90,6.00,11.10,42.00,0.00,8.43,16.10,59.00,14001.15
